Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Engine volume,Mileage_km,Cylinders,Doors,Wheel,Color,Airbags,turbo,Fuel type_CNG,Fuel type_Diesel,Fuel type_Hybrid,Fuel type_Hydrogen,Fuel type_LPG,Fuel type_Petrol,Fuel type_Plug-in Hybrid,Drive wheels_4x4,Drive wheels_Front,Drive wheels_Rear,Gear box type_Automatic,Gear box type_Manual,Gear box type_Tiptronic,Gear box type_Variator
8467,2078,BMW,325,2001,Sedan,1,2.5,252800,6.0,4,Left wheel,Grey,6,0,False,False,False,False,False,True,False,False,False,True,False,True,False,False
627,915,AUDI,A6,2014,Sedan,1,3.0,164488,6.0,4,Left wheel,Silver,12,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
21950,831,FORD,Transit,2011,Goods wagon,0,2.4,125000,4.0,4,Left wheel,White,2,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False
706,475,FIAT,500,2012,Hatchback,1,1.4,164574,4.0,4,Left wheel,Red,12,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
3136,473,CHEVROLET,Cruze,2014,Sedan,1,1.4,156992,4.0,4,Left wheel,Black,12,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
3450,632,OPEL,Vectra,1995,Sedan,0,2.0,0,4.0,4,Left wheel,White,2,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False
9408,632,MITSUBISHI,Pajero,1998,Jeep,0,3.5,11000,6.0,4,Right-hand drive,Silver,4,1,False,False,False,False,False,True,False,True,False,False,False,False,True,False
31500,632,NISSAN,Pathfinder,2010,Jeep,1,4.0,90200,6.0,4,Left wheel,Black,12,0,False,False,False,False,True,False,False,True,False,False,False,False,True,False
20385,632,MITSUBISHI,Delica,2005,Minivan,1,3.0,184000,6.0,4,Right-hand drive,White,12,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
2300,632,VOLKSWAGEN,Golf,1996,Sedan,0,2.0,0,4.0,4,Left wheel,Green,0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False
7840,632,MERCEDES-BENZ,Vaneo,2004,Universal,0,1.9,170000,4.0,4,Left wheel,Silver,4,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False
56450,632,TOYOTA,Camry Se,2018,Sedan,1,2.5,25000,4.0,4,Left wheel,Blue,12,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1490,639,VOLKSWAGEN,Jetta,2014,Universal,1,2.0,113214,4.0,4,Left wheel,Grey,12,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
627,836,TOYOTA,Tacoma,2012,Sedan,1,2.7,394069,4.0,4,Left wheel,Black,12,0,False,False,False,False,False,True,False,False,False,True,True,False,False,False
13172,632,HONDA,Cr-v,2002,Jeep,0,2.4,260000,4.0,4,Left wheel,Silver,6,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
19757,632,NISSAN,Patrol Y60,1990,Jeep,0,2.8,222222,4.0,4,Left wheel,Black,0,1,False,True,False,False,False,False,False,False,False,True,False,True,False,False
4704,917,AUDI,A7,2013,Hatchback,1,3.0,301707,6.0,4,Left wheel,Grey,0,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
706,751,HYUNDAI,Sonata,2013,Sedan,1,2.4,175827,4.0,4,Left wheel,Black,12,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
5802,1055,MERCEDES-BENZ,E 350,2013,Sedan,1,3.5,107800,6.0,4,Left wheel,Grey,12,0,False,True,False,False,False,False,False,False,False,True,True,False,False,False
25716,777,TOYOTA,Camry,2014,Sedan,0,2.5,115200,4.0,4,Left wheel,Silver,8,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
14426,642,CHEVROLET,Orlando,2012,Jeep,1,2.0,132036,4.0,4,Left wheel,White,4,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False
10820,632,TOYOTA,RAV 4,2001,Jeep,0,2.0,91000,4.0,2,Right-hand drive,Silver,4,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
45436,1172,FORD,Explorer,2011,Jeep,1,3.5,129177,4.0,4,Left wheel,White,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
11917,893,HYUNDAI,I30,2008,Hatchback,0,1.6,201000,4.0,4,Left wheel,Black,8,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False
41281,765,HYUNDAI,Santa FE,2015,Jeep,1,2.0,185811,4.0,4,Left wheel,Black,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
4391,632,NISSAN,Altima,1998,Sedan,0,2.4,358400,4.0,4,Left wheel,Brown,2,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False
3058,1872,PORSCHE,Cayenne,2018,Sedan,1,3.6,28968,6.0,4,Left wheel,White,12,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
3700,632,ALFA ROMEO,147,2001,Coupe,1,1.8,240000,4.0,2,Left wheel,Black,4,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False
15681,632,SUZUKI,Grand Vitara,2008,Jeep,0,1.6,98000,4.0,2,Left wheel,Black,12,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
6586,645,LEXUS,CT 200h,2011,Hatchback,1,1.8,122302,4.0,4,Left wheel,Black,0,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
12544,632,TOYOTA,Prius,2007,Hatchback,0,1.5,140000,4.0,4,Left wheel,Beige,6,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
30063,639,HYUNDAI,Tucson,2014,Jeep,1,2.0,120000,4.0,4,Left wheel,White,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
72130,1885,PORSCHE,Panamera,2010,Hatchback,1,4.8,196800,8.0,4,Left wheel,White,8,0,False,False,False,False,False,True,False,True,False,False,False,False,True,False
21639,632,HYUNDAI,Veloster,2015,Hatchback,0,1.6,17200,4.0,2,Left wheel,Red,10,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
36692,632,TOYOTA,RAV 4 XLE Sport,2013,Jeep,0,2.5,120000,4.0,4,Left wheel,White,0,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
12231,1266,TOYOTA,Aqua,2014,Hatchback,0,1.5,66000,4.0,4,Right-hand drive,Silver,4,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
3136,632,TOYOTA,Sienta,2004,Sedan,0,1.5,300000,4.0,4,Right-hand drive,Beige,4,0,False,False,False,False,False,True,False,False,True,False,False,False,False,True
10663,632,TOYOTA,Prius,2009,Sedan,1,1.8,230000,4.0,4,Left wheel,Grey,6,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
5620,447,HONDA,FIT,2013,Hatchback,1,1.3,110467,4.0,4,Left wheel,White,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
19130,2148,MERCEDES-BENZ,CLS 550,2010,Sedan,1,5.5,157000,4.0,4,Left wheel,Grey,10,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
9408,1111,HONDA,FIT,2012,Hatchback,0,1.3,64000,4.0,4,Right-hand drive,Black,4,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
15367,640,VOLKSWAGEN,Passat,2013,Sedan,1,2.0,179200,4.0,4,Left wheel,White,16,1,False,True,False,False,False,False,False,False,True,False,False,False,True,False
5959,1730,CHEVROLET,Avalanche,2011,Sedan,1,5.3,246976,8.0,4,Left wheel,Black,12,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
26594,777,HYUNDAI,H1,2014,Minivan,1,2.5,179918,4.0,4,Left wheel,Silver,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
36065,779,TOYOTA,Avalon LIMITED,2013,Sedan,1,2.5,92200,4.0,4,Left wheel,Beige,12,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False
26343,730,KIA,Cerato K3,2016,Sedan,1,1.6,29000,4.0,4,Left wheel,Silver,8,1,False,True,False,False,False,False,False,False,True,False,False,False,True,False
549,862,MAZDA,CX-7,2011,Sedan,1,2.5,216550,4.0,4,Left wheel,Black,12,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
6000,632,JEEP,Grand Cherokee,1993,Jeep,0,4.0,240000,6.0,4,Left wheel,Green,5,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
40142,1811,LEXUS,GX 470,2010,Jeep,1,4.6,357246,8.0,4,Left wheel,Grey,0,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
14000,585,HYUNDAI,Elantra,2013,Sedan,0,1.8,50000,4.0,4,Left wheel,Grey,10,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
17923,473,CHEVROLET,Cruze,2014,Sedan,1,1.4,127842,4.0,4,Left wheel,White,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
54518,831,HYUNDAI,Tucson,2017,Jeep,1,1.6,40193,4.0,4,Left wheel,Black,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
10349,632,OPEL,Astra G,2003,Hatchback,0,1.6,180000,4.0,4,Left wheel,Silver,6,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False
8154,632,TOYOTA,Ist,2002,Hatchback,0,1.3,115000,4.0,4,Right-hand drive,Silver,7,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
7527,640,VOLKSWAGEN,Passat,2013,Sedan,1,2.0,132310,4.0,4,Left wheel,Grey,12,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
3450,1249,TOYOTA,Camry,2017,Sedan,1,2.5,60762,4.0,4,Left wheel,White,12,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
22063,836,HYUNDAI,Tucson,2010,Jeep,1,2.0,142264,4.0,4,Left wheel,White,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2901,503,HONDA,Civic,2012,Sedan,1,1.5,146403,4.0,4,Left wheel,White,0,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
4704,585,TOYOTA,Corolla,2013,Sedan,1,1.8,227371,4.0,4,Left wheel,Silver,12,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
5331,632,VOLKSWAGEN,Passat,2002,Sedan,1,2.8,175000,6.0,4,Left wheel,Grey,6,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False
941,642,VOLKSWAGEN,Jetta,2012,Sedan,1,2.0,203440,4.0,4,Left wheel,Black,12,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
16900,502,HONDA,FIT,2013,Hatchback,1,1.5,70000,4.0,4,Left wheel,Blue,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
18189,632,NISSAN,Rogue,2010,Jeep,1,2.5,122000,4.0,4,Left wheel,Silver,4,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
5331,632,MAZDA,MPV,2000,Minivan,0,2.5,127000,4.0,4,Left wheel,Green,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
42651,1017,MERCEDES-BENZ,GLA 250,2017,Jeep,1,2.0,44995,4.0,4,Left wheel,Black,0,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
15524,586,TOYOTA,Prius,2012,Hatchback,0,1.8,122324,4.0,4,Left wheel,Red,7,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
17249,632,BMW,530,2007,Sedan,1,3.0,111111,6.0,4,Left wheel,Grey,10,0,False,False,False,False,False,True,False,False,False,True,False,False,True,False
73071,632,LEXUS,GS 350,2013,Sedan,1,3.5,56000,6.0,4,Left wheel,Black,12,0,False,False,False,False,False,True,False,False,False,True,False,False,True,False
862,333,FORD,Fusion,2014,Sedan,1,2.0,186048,4.0,4,Left wheel,Black,0,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
28909,831,HYUNDAI,Elantra,2017,Sedan,1,1.6,98000,4.0,4,Left wheel,White,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
8467,642,HYUNDAI,Sonata,2012,Sedan,1,2.0,573249,4.0,4,Left wheel,Black,4,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False
14426,639,HYUNDAI,Sonata,2014,Sedan,1,2.0,169024,4.0,4,Left wheel,White,4,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False
9000,1325,VOLKSWAGEN,Sharan,2011,Minivan,0,1.4,126000,4.0,4,Right-hand drive,Silver,6,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
30734,1053,MERCEDES-BENZ,E 350,2014,Sedan,1,3.5,200179,6.0,4,Left wheel,Black,12,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False
22580,779,TOYOTA,Camry,2013,Sedan,1,2.5,156666,4.0,4,Left wheel,Black,12,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
862,259,CHEVROLET,Volt,2014,Jeep,1,1.4,133195,4.0,4,Left wheel,Black,0,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
7464,247,HONDA,FIT,2014,Hatchback,1,1.3,114950,4.0,4,Left wheel,Blue,4,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
1333,1091,FORD,Fusion,2016,Sedan,1,2.5,154850,4.0,4,Left wheel,Black,12,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
59865,879,HYUNDAI,Tucson,2019,Jeep,1,1.6,13000,4.0,4,Left wheel,White,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
49237,1342,TOYOTA,Tacoma,2017,Jeep,1,2.7,94262,4.0,4,Left wheel,White,12,0,False,False,False,False,False,True,False,False,False,True,True,False,False,False
68223,1327,HYUNDAI,H1,2018,Universal,1,2.5,27406,4.0,4,Left wheel,Yellow,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
7683,632,NISSAN,Tiida,2006,Sedan,1,1.8,200000,4.0,4,Left wheel,Silver,2,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True
22266,632,FORD,Fusion,2013,Sedan,1,1.6,85500,4.0,4,Left wheel,Black,8,1,False,False,False,False,False,True,False,False,True,False,True,False,False,False
2430,1598,MERCEDES-BENZ,E 350,2008,Sedan,1,3.0,175614,6.0,4,Left wheel,Black,12,0,False,True,False,False,False,False,False,False,False,True,True,False,False,False
33556,765,MERCEDES-BENZ,C 300,2015,Sedan,1,2.0,0,4.0,4,Left wheel,Black,12,0,False,False,False,False,False,True,False,False,False,True,True,False,False,False
39161,831,SSANGYONG,Actyon,2017,Jeep,1,1.6,73000,4.0,4,Left wheel,White,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
16308,632,FORD,Transit,2008,Microbus,0,2.2,180000,4.0,4,Left wheel,White,2,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False
17719,632,TOYOTA,Camry,2009,Sedan,1,2.4,92000,4.0,4,Left wheel,Sky blue,8,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False
43278,1514,LEXUS,GX 460,2011,Jeep,1,4.6,160138,8.0,4,Left wheel,White,0,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
20385,738,CHEVROLET,Cruze,2017,Sedan,0,1.4,42000,4.0,5,Left wheel,Black,12,1,False,False,False,False,False,True,False,False,True,False,False,False,True,False
941,1935,TOYOTA,Tundra,2016,Jeep,1,4.6,254805,8.0,4,Left wheel,White,12,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
49858,1077,HYUNDAI,Tucson,2019,Jeep,1,2.0,48000,4.0,4,Left wheel,White,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
8781,632,NISSAN,Elgrand,1998,Minivan,1,3.2,230000,4.0,4,Right-hand drive,White,4,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False
9722,765,HYUNDAI,Sonata,2015,Sedan,1,2.0,582376,4.0,4,Left wheel,Orange,4,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False
21326,632,MERCEDES-BENZ,CLS 500,2006,Sedan,1,5.0,2000,8.0,4,Left wheel,Grey,12,0,False,False,False,False,False,True,False,False,False,True,True,False,False,False
51075,1017,HYUNDAI,Tucson,2017,Jeep,1,2.0,40800,4.0,4,Left wheel,White,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
15241,707,HYUNDAI,Genesis,2011,Coupe,1,2.0,117492,4.0,4,Left wheel,Grey,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
2587,382,FORD,Fusion,2015,Sedan,1,2.0,88795,4.0,4,Left wheel,Black,0,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
15524,1347,HYUNDAI,H1,2008,Minivan,1,2.5,56769,4.0,4,Left wheel,Silver,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
27911,632,MERCEDES-BENZ,C 250,2014,Sedan,1,1.8,70000,4.0,4,Left wheel,Beige,8,1,False,False,False,False,False,True,False,False,False,True,False,False,True,False
4861,779,TOYOTA,Camry,2013,Sedan,1,2.5,136861,4.0,4,Left wheel,Blue,12,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
29793,632,MERCEDES-BENZ,S 350,2005,Sedan,1,3.5,263000,4.0,4,Left wheel,Black,0,0,False,False,False,False,False,True,False,False,False,True,True,False,False,False
18208,531,HYUNDAI,Elantra,2012,Sedan,1,1.6,95665,4.0,4,Left wheel,Grey,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
549,481,HYUNDAI,Sonata,2017,Sedan,1,2.0,107387,4.0,4,Left wheel,Silver,12,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
34497,779,TOYOTA,RAV 4 Le,2013,Jeep,0,2.5,65350,4.0,4,Left wheel,White,12,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
6272,1522,OPEL,Zafira,2000,Goods wagon,0,1.8,130000,4.0,4,Left wheel,Silver,0,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False
4924,1282,CHEVROLET,Captiva,2007,Jeep,1,2.0,183923,4.0,4,Left wheel,Silver,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
4704,632,OPEL,Vectra b,2000,Hatchback,0,2.0,11111,4.0,4,Left wheel,Red,2,1,False,True,False,False,False,False,False,False,True,False,False,True,False,False
43576,1091,HYUNDAI,H1,2016,Universal,1,2.5,97129,4.0,4,Left wheel,Silver,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
7840,632,MERCEDES-BENZ,C 200,2001,Sedan,1,2.0,140000,4.0,4,Left wheel,Black,4,0,True,False,False,False,False,False,False,False,False,True,False,True,False,False
28225,1079,TOYOTA,CHR,2018,Jeep,0,2.0,24000,4.0,4,Left wheel,Grey,8,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
700,632,OPEL,Astra,1992,Sedan,0,1.1,0,4.0,4,Left wheel,White,2,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False
2352,632,MAZDA,323,1998,Hatchback,0,1.5,300000,4.0,4,Left wheel,Silver,2,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False
18817,738,CHEVROLET,Cruze,2017,Hatchback,1,1.4,29094,4.0,4,Left wheel,Grey,0,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
4861,382,FORD,Fusion,2015,Sedan,1,2.0,148709,4.0,4,Left wheel,Red,12,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
13172,1399,LEXUS,RX 450,2010,Jeep,1,3.5,186005,6.0,4,Left wheel,Silver,12,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False
37320,1055,MERCEDES-BENZ,E 350 ამგ,2013,Sedan,1,3.5,156800,4.0,4,Left wheel,Black,12,0,False,False,False,False,False,True,False,True,False,False,False,False,True,False
706,1017,FORD,Escape,2017,Jeep,1,2.0,251430,4.0,4,Left wheel,Blue,12,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
39201,456,TOYOTA,Camry,2015,Sedan,1,2.5,35000,4.0,4,Left wheel,Grey,10,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
